"CountryCode","SeriesCode","Year","DESCRIPTION",
"LKA","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LKA","BX.KLT.DINV.CD.DT","YR1976","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LSO","BX.KLT.DINV.CD.DT","YR1977","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LSO","BX.KLT.DINV.CD.DT","YR1978","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LSO","BX.KLT.DINV.CD.DT","YR1979","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LSO","BX.KLT.DINV.CD.DT","YR1985","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LSO","DT.INT.DLXF.CD","YR2007","A large interest payment was made during 2007 to a creditor country to settle a long standing claim.",
"LSO","DT.INT.DPPG.CD","YR2007","Large interest payment was made to a creditor country to settle a long standing claim.",
"MAR","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MAR","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MAR","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MAR","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MAR","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MAR","BX.KLT.DINV.CD.DT","YR1975","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDA","BX.KLT.DINV.CD.DT","YR1992","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDA","BX.KLT.DINV.CD.DT","YR1993","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1980","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1981","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1982","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1983","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1984","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1985","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1986","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1987","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR1988","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR2006","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR2007","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDG","BX.KLT.DINV.CD.DT","YR2008","Country data.",
"MDG","BX.KLT.DINV.CD.DT","YR2009","Country data.",
"MDG","DT.DFR.DPPG.CD","YR2006","Data include the effects of MDRI.  ",
"MDG","DT.DOD.DECT.CD","YR2006","Data include the effects of MDRI.  ",
"MDG","BX.GSR.TOTL.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"MDG","BN.CAB.XOKA.CD","YR2009","Gap-filled with countries' balance of payments statistics.",
"MDG","BN.CAB.XOKA.CD","YR2006","Gap-filled with countries' balance of payments statistics.",
"MDG","BM.GSR.TOTL.CD","YR2008","Gap-filled with countries' balance of payments statistics.",
"MDG","BM.GSR.TOTL.CD","YR2006","Gap-filled with countries' balance of payments statistics.",
"MDG","BX.GSR.TOTL.CD","YR2008","Gap-filled with countries' balance of payments statistics.",
"MDG","BM.GSR.TOTL.CD","YR2010","Gap-filled with countries' balance of payments statistics.",
"MDG","BX.GSR.TOTL.CD","YR2007","Gap-filled with countries' balance of payments statistics.",
"MDG","BM.GSR.TOTL.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"MDG","BN.CAB.XOKA.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"MDG","BM.GSR.TOTL.CD","YR2007","Gap-filled with countries' balance of payments statistics.",
"MDG","BX.GSR.TOTL.CD","YR2009","Gap-filled with countries' balance of payments statistics.",
"MDG","BM.GSR.TOTL.CD","YR2009","Gap-filled with countries' balance of payments statistics.",
"MDG","BX.GSR.TOTL.CD","YR2006","Gap-filled with countries' balance of payments statistics.",
"MDG","BN.CAB.XOKA.CD","YR2010","Gap-filled with countries' balance of payments statistics.",
"MDG","BN.CAB.XOKA.CD","YR2008","Gap-filled with countries' balance of payments statistics.",
"MDG","BX.GSR.TOTL.CD","YR2010","Gap-filled with countries' balance of payments statistics.",
"MDG","BN.CAB.XOKA.CD","YR2007","Gap-filled with countries' balance of payments statistics.",
"MDV","BX.KLT.DINV.CD.DT","YR2009","Country data.",
"MDV","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1975","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1976","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1977","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1978","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1979","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1980","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1981","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1982","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1983","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1984","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MDV","BX.KLT.DINV.CD.DT","YR1985","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MEX","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MEX","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MEX","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MEX","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MEX","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MEX","BX.KLT.DINV.CD.DT","YR1975","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MEX","BX.KLT.DINV.CD.DT","YR1976","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MEX","BX.KLT.DINV.CD.DT","YR1977","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MEX","BX.KLT.DINV.CD.DT","YR1978","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MEX","DT.DOD.DECT.CD","YR2009","Adjustments in the stock of debt in 2009 are mainly due to repurchased of $23 billions. PIDIREGAS bonds in 2007 and 2008 were not accounted by the Government until 2009.",
"MEX","DT.DOD.DPPG.CD","YR1995","The increase in 1995 in long-term debt includes the stock transfer of the “Tesobonos.”",
"MKD","BX.KLT.DINV.CD.DT","YR1994","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MKD","BX.KLT.DINV.CD.DT","YR1995","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MKD","DT.DOD.DECT.CD","YR1993","Debt outstanding as of end-1993 reflects only loans used directly by Macedonian beneficiaries.",
"MLI","DT.DFR.DPPG.CD","YR2006","Data include the effects of MDRI.  ",
"MLI","DT.DOD.DECT.CD","YR2006","Data include the effects of MDRI.  ",
"MLI","BX.GSR.TOTL.CD","YR2012","Gap-filled with countries' balance of payments statistics.",
"MLI","BM.GSR.TOTL.CD","YR2012","Gap-filled with countries' balance of payments statistics.",
"MLI","BN.CAB.XOKA.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"MLI","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MLI","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MLI","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MLI","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MLI","BX.KLT.DINV.CD.DT","YR1979","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MLI","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR1975","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR1977","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR1980","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR1983","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR1984","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR1986","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR1987","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR2007","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR2008","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MMR","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MNE","BX.KLT.DINV.CD.DT","YR2007","Country data.",
"MNE","BX.KLT.DINV.CD.DT","YR2008","Country data.",
"MNE","BX.KLT.DINV.CD.DT","YR2009","Country data.",
"MNE","BX.PEF.TOTL.CD.DT","YR2007","Country data.",
"MNE","BX.PEF.TOTL.CD.DT","YR2008","Country data.",
"MNE","BX.PEF.TOTL.CD.DT","YR2009","Country data.",
"MNG","BX.KLT.DINV.CD.DT","YR2009","Country data.",
"MNG","BX.KLT.DINV.CD.DT","YR1986","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MNG","BX.KLT.DINV.CD.DT","YR1991","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MNG","BX.KLT.DINV.CD.DT","YR2007","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MNG","BX.KLT.DINV.CD.DT","YR2008","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","DT.DFR.DPPG.CD","YR2006","Data include the effects of MDRI.  ",
"MOZ","DT.DOD.DECT.CD","YR2006","Data include the effects of MDRI.  ",
"MOZ","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1975","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1976","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1977","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1978","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1979","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1980","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1981","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1982","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1983","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1984","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MOZ","BX.KLT.DINV.CD.DT","YR1985","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BN.CAB.XOKA.CD","YR2007","Gap-filled with countries' balance of payments statistics.",
"MRT","BM.GSR.TOTL.CD","YR2012","Gap-filled with countries' balance of payments statistics.",
"MRT","BM.GSR.TOTL.CD","YR2008","Gap-filled with countries' balance of payments statistics.",
"MRT","BX.GSR.TOTL.CD","YR2009","Gap-filled with countries' balance of payments statistics.",
"MRT","BX.GSR.TOTL.CD","YR2010","Gap-filled with countries' balance of payments statistics.",
"MRT","BM.GSR.TOTL.CD","YR2009","Gap-filled with countries' balance of payments statistics.",
"MRT","BN.CAB.XOKA.CD","YR2010","Gap-filled with countries' balance of payments statistics.",
"MRT","BX.GSR.TOTL.CD","YR2012","Gap-filled with countries' balance of payments statistics.",
"MRT","BM.GSR.TOTL.CD","YR2006","Gap-filled with countries' balance of payments statistics.",
"MRT","BN.CAB.XOKA.CD","YR2008","Gap-filled with countries' balance of payments statistics.",
"MRT","BX.GSR.TOTL.CD","YR2006","Gap-filled with countries' balance of payments statistics.",
"MRT","BM.GSR.TOTL.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"MRT","BX.GSR.TOTL.CD","YR2007","Gap-filled with countries' balance of payments statistics.",
"MRT","BN.CAB.XOKA.CD","YR2009","Gap-filled with countries' balance of payments statistics.",
"MRT","BN.CAB.XOKA.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"MRT","BN.CAB.XOKA.CD","YR2012","Gap-filled with countries' balance of payments statistics.",
"MRT","BM.GSR.TOTL.CD","YR2010","Gap-filled with countries' balance of payments statistics.",
"MRT","BN.CAB.XOKA.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"MRT","BX.GSR.TOTL.CD","YR2008","Gap-filled with countries' balance of payments statistics.",
"MRT","BX.GSR.TOTL.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"MRT","BM.GSR.TOTL.CD","YR2007","Gap-filled with countries' balance of payments statistics.",
"MRT","DT.DFR.DPPG.CD","YR2006","Data include the effects of MDRI.  ",
"MRT","DT.DOD.DECT.CD","YR2006","Data include the effects of MDRI.  ",
"MRT","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR1996","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR1997","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR1999","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR2000","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR2001","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR2002","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR2003","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR2004","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR2005","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR2006","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR2007","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR2008","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MRT","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MUS","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MUS","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MUS","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MUS","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MUS","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MUS","BX.KLT.DINV.CD.DT","YR1975","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","DT.DOD.DECT.CD","YR2010","Data include the effects of Enhanced HIPC Initiative.  ",
"MWI","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1975","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1976","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1982","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1984","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1986","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1988","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1989","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1990","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1991","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1992","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR1993","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR2003","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR2004","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR2005","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR2006","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR2007","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR2008","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MWI","DT.DOD.DECT.CD","YR2006","Data include the effects of MDRI and Paris Club debt restructuring agreement.",
"MWI","DT.DFR.DPPG.CD","YR2007","Data include the effects of Enhanced HIPC Initiative.  ",
"MWI","DT.DFR.DPPG.CD","YR2008","Data include the effects of Enhanced HIPC Initiative.  ",
"MWI","DT.DFR.DPPG.CD","YR2009","Data include the effects of Enhanced HIPC Initiative.  ",
"MWI","DT.DOD.DECT.CD","YR2007","Data include the effects of Enhanced HIPC Initiative.  ",
"MWI","DT.DOD.DECT.CD","YR2008","Data include the effects of Enhanced HIPC Initiative.  ",
"MWI","DT.DOD.DECT.CD","YR2009","Data include the effects of Enhanced HIPC Initiative.  ",
"MWI","DT.DFR.DPPG.CD","YR2006","Data include the effects of MDRI.  ",
"MYS","BX.KLT.DINV.CD.DT","YR2009","Country data.",
"MYS","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MYS","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MYS","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MYS","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NER","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NER","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NER","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NER","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NER","BX.KLT.DINV.CD.DT","YR2008","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NER","BX.KLT.DINV.CD.DT","YR2009","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NER","DT.DFR.DPPG.CD","YR2006","Data include the effects of MDRI.  ",
"NER","DT.DOD.DECT.CD","YR2006","Data include the effects of MDRI.  ",
"NER","BM.GSR.TOTL.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"NER","BX.GSR.TOTL.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"NER","BN.CAB.XOKA.CD","YR2011","Gap-filled with countries' balance of payments statistics.",
"NGA","BM.GSR.TOTL.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"NGA","BX.PEF.TOTL.CD.DT","YR2013","Gap-filled with countries' balance of payments statistics.",
"NGA","BN.CAB.XOKA.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"NGA","BX.GSR.TOTL.CD","YR2013","Gap-filled with countries' balance of payments statistics.",
"NGA","DT.DOD.DECT.CD","YR1992","Data for 1992 are World Bank staff estimates.",
"NGA","DT.DOD.DECT.CD","YR1993","Data for 1993 are World Bank staff estimates.",
"NGA","DT.DOD.DECT.CD","YR1994","Data for 1994 are World Bank staff estimates.",
"NGA","DT.DOD.DECT.CD","YR1995","Data for 1995 are World Bank staff estimates.",
"NGA","DT.DOD.DECT.CD","YR1996","Data for 1996 are World Bank staff estimates.",
"NGA","DT.DOD.DECT.CD","YR1997","Data for 1997 are World Bank staff estimates.",
"NGA","DT.DOD.DECT.CD","YR1998","Data for 1998 are World Bank staff estimates.",
"NGA","DT.DOD.DECT.CD","YR2005","Data include the effects of Paris Club debt restructuring agreement.",
"NGA","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NGA","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NGA","BX.KLT.DINV.CD.DT","YR1972","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NGA","BX.KLT.DINV.CD.DT","YR1973","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NGA","BX.KLT.DINV.CD.DT","YR1974","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NGA","BX.KLT.DINV.CD.DT","YR1975","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NGA","BX.KLT.DINV.CD.DT","YR1976","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NIC","DT.DFR.DPPG.CD","YR2006","Data include the effects of MDRI.  ",
"NIC","DT.DOD.DECT.CD","YR2006","Data include the effects of MDRI.  ",
"NIC","BX.KLT.DINV.CD.DT","YR1970","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"NIC","BX.KLT.DINV.CD.DT","YR1971","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
